ID_Produit;Nom_Produit;Categorie;Prix_Unitaire_ECO;Quantite_Stock;Statut_Disponibilite;Score_Avis;Date_Ajout;Poids_kg;Code_Barres
PROD-0714;Sac à Dos Vortex;Mode;34.14;1182;En stock;4.4;2026-03-29;13.75;3660123934438
PROD-0715;T-shirt en Coton Nova;Mode;371.78;63;En stock;3.7;2025-01-19;9.44;3660123983326
PROD-0716;Friteuse sans Huile Vortex;Maison & Cuisine;512.53;1218;En stock;3.2;2026-03-12;11.3;3660123839525
PROD-0717;T-shirt en Coton Zenith;Mode;543.88;1017;En stock;4.8;2025-01-15;6.83;3660123417329
PROD-0718;Friteuse sans Huile Zenith;Maison & Cuisine;235.76;766;En stock;4.6;2026-03-07;3.11;3660123197102
PROD-0719;Raquette de Tennis Apex;Sports & Loisirs;1040.73;1024;En stock;3.3;2024-12-14;13.86;3660123868020
PROD-0720;Crème Hydratante Zenith;Beauté & Santé;194.84;201;En stock;4.6;2025-06-12;10.18;3660123239164
PROD-0721;Aspirateur Robot Quantum;Maison & Cuisine;509.98;1069;En stock;3.2;2024-11-14;13.99;3660123820426
PROD-0722;Sèche-Cheveux Zenith;Beauté & Santé;612.26;94;En stock;3.2;2026-02-23;9.92;3660123427659
PROD-0723;Tablette Zenith;Électronique;834.11;429;En stock;3.6;2024-07-16;4.37;3660123658131
PROD-0724;Chaussures de Sport Elite;Mode;161.76;305;En stock;3.3;2024-04-27;0.33;3660123753205
PROD-0725;Sèche-Cheveux Nova;Beauté & Santé;709.85;1125;En stock;3.6;2024-05-24;14.15;3660123943058
PROD-0726;Sac à Dos Nova;Mode;230.93;637;En stock;4.2;2024-12-12;8.15;3660123153190
PROD-0727;Aspirateur Robot Quantum;Maison & Cuisine;1175.24;103;En stock;3.2;2024-02-25;1.38;3660123510954
PROD-0728;Friteuse sans Huile Vortex;Maison & Cuisine;822.01;1413;En stock;4.4;2025-09-23;5.4;3660123448475
PROD-0729;Friteuse sans Huile Apex;Maison & Cuisine;1266.04;953;En stock;4.1;2024-04-05;12.21;3660123832534
PROD-0730;Tapis de Yoga Quantum;Sports & Loisirs;410.4;1319;En stock;4.4;2025-04-21;7.11;3660123334665
PROD-0731;Friteuse sans Huile Zenith;Maison & Cuisine;1187.58;802;En stock;3.4;2026-07-28;10.01;3660123927094
PROD-0732;Chaussures de Sport Quantum;Mode;49.03;973;En stock;3.2;2025-05-05;6.97;3660123279098
PROD-0733;Veste d'Hiver Vortex;Mode;751.32;1040;En stock;3.2;2026-04-17;10.74;3660123212178
PROD-0734;Sac à Dos Elite;Mode;101.48;618;En stock;4.1;2025-02-14;8.9;3660123350164
PROD-0735;Brosse à Dents Électrique Vortex;Beauté & Santé;215.13;987;En stock;3.8;2024-12-14;3.2;3660123827774
PROD-0736;Parfum Quantum;Beauté & Santé;741.69;700;En stock;4.1;2024-08-29;2.68;3660123802131
PROD-0737;Montre Connectée Elite;Électronique;750.69;996;En stock;3.2;2025-09-02;7.0;3660123682051
PROD-0738;Télévision 4K Nova;Électronique;407.36;831;En stock;3.1;2024-04-21;10.31;3660123725376
PROD-0739;Haltères Quantum;Sports & Loisirs;842.03;125;En stock;3.2;2026-04-16;2.17;3660123708979
PROD-0740;Ordinateur Portable Elite;Électronique;202.48;1088;En stock;3.6;2025-09-22;8.71;3660123305171
PROD-0741;Mélangeur Zenith;Maison & Cuisine;745.65;1391;En stock;3.6;2025-03-21;10.8;3660123460987
PROD-0742;Tablette Apex;Électronique;798.81;1045;En stock;3.8;2024-05-10;12.8;3660123165442
PROD-0743;Sac à Dos Apex;Mode;11.08;1146;En stock;4.6;2025-01-02;1.73;3660123395917
PROD-0744;Ordinateur Portable Quantum;Électronique;915.86;807;En stock;4.3;2025-12-29;5.8;3660123500099
PROD-0745;Raquette de Tennis Nova;Sports & Loisirs;864.6;972;En stock;3.3;2025-07-22;5.83;3660123477789
PROD-0746;Vélo Tout Terrain Zenith;Sports & Loisirs;1296.71;1372;En stock;3.3;2024-01-12;1.17;3660123116470
PROD-0747;Four à Micro-ondes Elite;Maison & Cuisine;573.38;278;En stock;3.2;2025-10-19;12.11;3660123578180
PROD-0748;Parfum Vortex;Beauté & Santé;241.93;1043;En stock;3.8;2026-04-19;6.81;3660123472566
PROD-0749;Machine à Café Quantum;Maison & Cuisine;789.89;1183;En stock;4.0;2026-01-18;3.63;3660123626100
PROD-0750;Chaussures de Sport Vortex;Mode;753.48;68;En stock;5.0;2025-08-04;7.3;3660123486482
PROD-0751;Tablette Quantum;Électronique;1250.63;163;En stock;3.3;2026-01-18;7.94;3660123887042
PROD-0752;Chaussures de Sport Vortex;Mode;110.91;1249;En stock;3.2;2025-04-28;9.5;3660123795978
PROD-0753;Montre Connectée Elite;Électronique;705.55;1187;En stock;3.6;2024-02-24;13.56;3660123661023
PROD-0754;Télévision 4K Quantum;Électronique;671.33;960;En stock;4.1;2024-12-05;6.37;3660123936997
PROD-0755;Veste d'Hiver Nova;Mode;55.56;1223;En stock;4.5;2026-01-14;11.8;3660123373094
PROD-0756;Montre Connectée Quantum;Électronique;755.79;1173;En stock;3.1;2024-10-25;12.15;3660123754643
PROD-0757;Écouteurs Sans Fil Quantum;Électronique;116.43;1035;En stock;3.2;2026-03-13;4.24;3660123238976
PROD-0758;Crème Hydratante Zenith;Beauté & Santé;1116.63;29;Stock faible;4.5;2025-09-10;2.7;3660123720515
PROD-0759;Four à Micro-ondes Zenith;Maison & Cuisine;1052.1;535;En stock;4.6;2024-08-29;7.33;3660123938202
PROD-0760;Sèche-Cheveux Zenith;Beauté & Santé;1279.44;297;En stock;4.2;2026-04-21;2.4;3660123620039
PROD-0761;Gourde Isotherme Nova;Sports & Loisirs;862.25;1486;En stock;4.3;2024-08-03;8.71;3660123982725
PROD-0762;T-shirt en Coton Elite;Mode;351.06;237;En stock;3.1;2025-04-20;6.04;3660123416006
PROD-0763;Raquette de Tennis Nova;Sports & Loisirs;499.93;1445;En stock;3.8;2024-09-25;2.26;3660123555851
PROD-0764;Écouteurs Sans Fil Quantum;Électronique;502.78;646;En stock;4.9;2025-11-30;14.34;3660123202093
PROD-0765;Crème Hydratante Quantum;Beauté & Santé;797.52;1335;En stock;4.7;2024-12-09;4.13;3660123941289
PROD-0766;Écouteurs Sans Fil Elite;Électronique;763.58;944;En stock;4.5;2026-02-06;3.7;3660123804527
PROD-0767;Brosse à Dents Électrique Vortex;Beauté & Santé;445.24;1413;En stock;5.0;2024-11-16;8.26;3660123805483
PROD-0768;Smartphone Apex;Électronique;540.5;1075;En stock;3.2;2025-04-01;5.34;3660123860480
PROD-0769;Veste d'Hiver Nova;Mode;53.9;1268;En stock;3.2;2025-08-31;9.88;3660123976042
PROD-0770;Friteuse sans Huile Elite;Maison & Cuisine;167.1;245;En stock;3.2;2025-09-11;2.04;3660123788279
PROD-0771;Brosse à Dents Électrique Apex;Beauté & Santé;907.38;518;En stock;3.6;2025-11-07;14.05;3660123769809
PROD-0772;Haltères Quantum;Sports & Loisirs;902.96;1367;En stock;4.5;2024-11-27;3.93;3660123918656
PROD-0773;Écouteurs Sans Fil Apex;Électronique;503.8;681;En stock;5.0;2024-09-21;14.34;3660123377521
PROD-0774;Four à Micro-ondes Apex;Maison & Cuisine;644.31;410;En stock;4.2;2024-07-01;9.72;3660123213697
PROD-0775;Friteuse sans Huile Quantum;Maison & Cuisine;291.71;1317;En stock;3.2;2025-03-28;10.76;3660123208304
PROD-0776;Smartphone Apex;Électronique;747.02;513;En stock;4.6;2024-01-20;13.46;3660123256085
PROD-0777;Smartphone Elite;Électronique;513.71;310;En stock;4.4;2026-07-15;5.93;3660123103883
PROD-0778;Parfum Quantum;Beauté & Santé;572.5;1490;En stock;4.6;2026-03-15;1.14;3660123336817
PROD-0779;Télévision 4K Elite;Électronique;1065.18;987;En stock;3.2;2025-07-02;14.03;3660123476353
PROD-0780;Veste d'Hiver Quantum;Mode;81.19;1325;En stock;3.2;2025-07-01;12.81;3660123456581
PROD-0781;Télévision 4K Zenith;Électronique;845.64;361;En stock;4.1;2025-01-28;9.94;3660123413388
PROD-0782;Tapis de Yoga Elite;Sports & Loisirs;898.6;996;En stock;3.2;2025-10-09;6.63;3660123298667
PROD-0783;Aspirateur Robot Nova;Maison & Cuisine;42.71;1214;En stock;3.5;2025-02-02;1.04;3660123666809
PROD-0784;Chaussures de Sport Vortex;Mode;1254.78;920;En stock;4.9;2024-01-17;0.65;3660123158777
PROD-0785;T-shirt en Coton Quantum;Mode;162.45;1339;En stock;4.3;2025-04-14;14.11;3660123662625
PROD-0786;Friteuse sans Huile Nova;Maison & Cuisine;1203.0;75;En stock;4.5;2025-05-15;9.84;3660123594109
PROD-0787;Sèche-Cheveux Nova;Beauté & Santé;914.66;267;En stock;3.0;2025-10-09;0.84;3660123422266
PROD-0788;Télévision 4K Vortex;Électronique;230.18;1210;En stock;3.1;2026-04-17;1.68;3660123621292
PROD-0789;Brosse à Dents Électrique Apex;Beauté & Santé;1047.74;872;En stock;3.7;2026-05-05;14.73;3660123811351
PROD-0790;Haltères Apex;Sports & Loisirs;1268.84;1179;En stock;4.1;2024-11-25;12.56;3660123931627
PROD-0791;Aspirateur Robot Vortex;Maison & Cuisine;233.74;129;En stock;3.2;2024-05-24;11.39;3660123276214
PROD-0792;Sac à Dos Nova;Mode;575.86;1191;En stock;3.1;2024-04-12;11.89;3660123762904
PROD-0793;Parfum Nova;Beauté & Santé;30.15;997;En stock;3.2;2024-01-08;2.77;3660123193471
PROD-0794;Crème Hydratante Quantum;Beauté & Santé;904.61;974;En stock;4.4;2024-07-30;2.23;3660123384111
PROD-0795;Parfum Quantum;Beauté & Santé;318.63;357;En stock;4.2;2024-02-08;8.98;3660123852037
PROD-0796;Raquette de Tennis Apex;Sports & Loisirs;819.07;616;En stock;3.7;2024-01-05;8.41;3660123301224
PROD-0797;Tablette Apex;Électronique;808.4;1105;En stock;4.0;2025-04-20;11.58;3660123791354
PROD-0798;Mélangeur Apex;Maison & Cuisine;259.89;305;En stock;4.4;2026-07-22;7.17;3660123284888
PROD-0799;Aspirateur Robot Apex;Maison & Cuisine;841.86;583;En stock;3.4;2024-09-14;5.08;3660123944264
PROD-0800;Tapis de Yoga Apex;Sports & Loisirs;965.13;1100;En stock;3.4;2026-03-15;0.53;3660123639915
PROD-0801;Smartphone Nova;Électronique;940.6;1213;En stock;4.2;2025-03-05;3.06;3660123809731
PROD-0802;Jeans Slim Apex;Mode;430.7;200;En stock;3.5;2025-02-26;13.06;3660123493774
PROD-0803;Aspirateur Robot Quantum;Maison & Cuisine;764.76;111;En stock;4.8;2024-05-28;3.32;3660123739037
PROD-0804;Vélo Tout Terrain Quantum;Sports & Loisirs;491.79;937;En stock;4.4;2025-10-09;5.44;3660123382795
PROD-0805;Mélangeur Nova;Maison & Cuisine;51.39;1164;En stock;3.1;2024-05-19;1.76;3660123588148
PROD-0806;Gourde Isotherme Nova;Sports & Loisirs;990.83;450;En stock;4.8;2025-09-10;2.44;3660123933162
PROD-0807;Brosse à Dents Électrique Vortex;Beauté & Santé;1261.47;470;En stock;3.2;2026-05-27;7.87;3660123326956
PROD-0808;Parfum Quantum;Beauté & Santé;370.12;1495;En stock;3.9;2026-06-12;3.78;3660123443194
PROD-0809;Raquette de Tennis Nova;Sports & Loisirs;1160.44;1211;En stock;4.9;2026-07-24;8.65;3660123105324
PROD-0810;Tapis de Yoga Apex;Sports & Loisirs;1288.73;1032;En stock;3.1;2025-06-27;5.98;3660123949049
PROD-0811;Télévision 4K Quantum;Électronique;320.25;1143;En stock;4.5;2025-12-10;11.0;3660123328596
PROD-0812;Mélangeur Zenith;Maison & Cuisine;318.38;185;En stock;3.0;2025-11-16;4.64;3660123837468
PROD-0813;Raquette de Tennis Elite;Sports & Loisirs;762.91;931;En stock;3.9;2024-05-21;13.13;3660123525051
PROD-0814;Mélangeur Elite;Maison & Cuisine;608.93;1297;En stock;3.0;2025-10-04;1.15;3660123824304
PROD-0815;Sac à Dos Apex;Mode;392.59;552;En stock;4.4;2025-09-19;8.18;3660123933071
PROD-0816;Aspirateur Robot Vortex;Maison & Cuisine;1146.28;112;En stock;4.0;2026-07-20;10.15;3660123154067
PROD-0817;Télévision 4K Zenith;Électronique;610.3;83;En stock;3.7;2024-06-28;9.76;3660123839113
PROD-0818;Tablette Elite;Électronique;1007.9;283;En stock;5.0;2024-09-01;8.14;3660123780566
PROD-0819;Raquette de Tennis Elite;Sports & Loisirs;280.62;461;En stock;3.6;2026-07-08;4.08;3660123813269
PROD-0820;Haltères Apex;Sports & Loisirs;91.74;707;En stock;3.9;2025-05-28;7.95;3660123228670
PROD-0821;Raquette de Tennis Elite;Sports & Loisirs;1074.73;598;En stock;3.9;2025-01-11;12.02;3660123826897
PROD-0822;Ordinateur Portable Quantum;Électronique;122.62;800;En stock;4.8;2024-10-22;14.38;3660123180685
PROD-0823;Ordinateur Portable Zenith;Électronique;154.5;303;En stock;4.0;2026-06-14;3.14;3660123757746
PROD-0824;Écouteurs Sans Fil Quantum;Électronique;1260.74;1108;En stock;4.9;2025-04-30;5.27;3660123565420
PROD-0825;Écouteurs Sans Fil Nova;Électronique;91.19;475;En stock;4.7;2025-06-16;9.71;3660123531690
PROD-0826;Crème Hydratante Elite;Beauté & Santé;843.4;668;En stock;4.0;2025-11-12;10.48;3660123982804
PROD-0827;Parfum Quantum;Beauté & Santé;402.26;270;En stock;4.8;2024-11-09;2.66;3660123372637
PROD-0828;Four à Micro-ondes Zenith;Maison & Cuisine;1262.22;96;En stock;3.3;2024-10-18;6.89;3660123274444
PROD-0829;Brosse à Dents Électrique Elite;Beauté & Santé;700.55;373;En stock;4.9;2026-05-09;10.65;3660123798724
PROD-0830;Machine à Café Nova;Maison & Cuisine;160.81;648;En stock;4.1;2025-03-27;3.98;3660123293458
PROD-0831;Friteuse sans Huile Elite;Maison & Cuisine;54.74;649;En stock;5.0;2024-05-31;5.66;3660123666091
PROD-0832;Friteuse sans Huile Zenith;Maison & Cuisine;166.71;51;En stock;3.8;2025-05-26;11.55;3660123580290
PROD-0833;Jeans Slim Apex;Mode;1261.48;1118;En stock;5.0;2024-12-05;9.74;3660123409913
PROD-0834;Haltères Vortex;Sports & Loisirs;870.28;1157;En stock;4.5;2026-08-02;6.69;3660123822622
PROD-0835;Montre Connectée Quantum;Électronique;1171.22;285;En stock;4.4;2024-04-29;4.69;3660123521139
PROD-0836;Brosse à Dents Électrique Quantum;Beauté & Santé;471.03;668;En stock;3.1;2025-10-18;3.01;3660123652005
PROD-0837;Mélangeur Nova;Maison & Cuisine;39.08;1102;En stock;4.7;2025-11-24;10.11;3660123191621
PROD-0838;Parfum Nova;Beauté & Santé;642.69;1235;En stock;4.2;2024-02-27;13.64;3660123478603
PROD-0839;Vélo Tout Terrain Elite;Sports & Loisirs;1111.4;757;En stock;3.8;2024-01-13;4.34;3660123468422
PROD-0840;Chaussures de Sport Vortex;Mode;122.99;1490;En stock;4.8;2026-01-29;14.89;3660123942725
PROD-0841;Haltères Nova;Sports & Loisirs;1049.31;868;En stock;4.5;2025-02-28;2.18;3660123715702
PROD-0842;Sèche-Cheveux Nova;Beauté & Santé;278.03;972;En stock;5.0;2025-06-21;14.8;3660123169327
PROD-0843;Parfum Apex;Beauté & Santé;18.53;1308;En stock;4.8;2025-02-28;2.71;3660123584567
PROD-0844;Brosse à Dents Électrique Nova;Beauté & Santé;249.94;781;En stock;3.6;2025-05-17;0.73;3660123966384
PROD-0845;Sac à Dos Zenith;Mode;647.38;949;En stock;3.4;2026-03-21;0.14;3660123375436
PROD-0846;Chaussures de Sport Apex;Mode;853.41;589;En stock;3.8;2025-05-18;13.61;3660123776106
PROD-0847;Aspirateur Robot Apex;Maison & Cuisine;996.48;1009;En stock;5.0;2024-03-09;9.02;3660123479332
PROD-0848;Parfum Vortex;Beauté & Santé;572.52;528;En stock;4.3;2025-05-02;14.62;3660123958029
PROD-0849;Écouteurs Sans Fil Vortex;Électronique;955.5;35;Stock faible;4.7;2024-06-15;8.77;3660123253235
PROD-0850;Chaussures de Sport Elite;Mode;184.78;334;En stock;3.1;2025-01-04;6.35;3660123473276
PROD-0851;Écouteurs Sans Fil Zenith;Électronique;693.19;157;En stock;4.0;2026-02-23;9.46;3660123901834
PROD-0852;Tablette Nova;Électronique;711.38;647;En stock;4.7;2025-12-02;12.02;3660123384645
PROD-0853;T-shirt en Coton Vortex;Mode;758.25;294;En stock;3.0;2025-06-14;4.29;3660123916639
PROD-0854;Gourde Isotherme Zenith;Sports & Loisirs;1197.96;333;En stock;3.2;2024-06-07;7.6;3660123971968
PROD-0855;Friteuse sans Huile Vortex;Maison & Cuisine;899.64;1076;En stock;4.7;2025-12-30;8.31;3660123893045
PROD-0856;Télévision 4K Quantum;Électronique;1191.67;238;En stock;4.6;2026-08-03;0.36;3660123465124
PROD-0857;Veste d'Hiver Nova;Mode;1063.97;1223;En stock;4.0;2024-12-16;2.67;3660123419484
PROD-0858;Montre Connectée Apex;Électronique;296.83;1421;En stock;3.3;2024-08-20;4.68;3660123320034
PROD-0859;Aspirateur Robot Quantum;Maison & Cuisine;901.15;228;En stock;3.2;2026-03-04;7.32;3660123552195
PROD-0860;Ordinateur Portable Apex;Électronique;52.29;1351;En stock;4.0;2024-03-01;7.09;3660123365302
PROD-0861;Smartphone Zenith;Électronique;871.18;197;En stock;4.6;2026-07-31;9.07;3660123716146
PROD-0862;Machine à Café Elite;Maison & Cuisine;463.47;185;En stock;3.3;2026-02-03;14.13;3660123707913
PROD-0863;Veste d'Hiver Nova;Mode;1113.12;1492;En stock;4.2;2025-06-01;8.6;3660123203919
PROD-0864;Sèche-Cheveux Vortex;Beauté & Santé;289.92;392;En stock;4.9;2024-06-24;13.53;3660123663217
PROD-0865;Montre Connectée Apex;Électronique;1202.25;1032;En stock;4.7;2025-05-01;5.56;3660123718010
PROD-0866;Four à Micro-ondes Elite;Maison & Cuisine;1245.48;370;En stock;4.7;2025-01-23;6.42;3660123639231
PROD-0867;Four à Micro-ondes Apex;Maison & Cuisine;992.21;643;En stock;3.2;2024-04-22;7.84;3660123619900
PROD-0868;Veste d'Hiver Vortex;Mode;941.55;168;En stock;3.7;2024-04-28;5.83;3660123579142
PROD-0869;Crème Hydratante Elite;Beauté & Santé;1269.26;909;En stock;3.5;2025-02-21;4.43;3660123996915
PROD-0870;Vélo Tout Terrain Apex;Sports & Loisirs;1164.22;974;En stock;4.9;2025-01-11;2.77;3660123806906
PROD-0871;Tapis de Yoga Quantum;Sports & Loisirs;575.09;1348;En stock;4.4;2024-05-02;2.24;3660123520085
PROD-0872;Sèche-Cheveux Elite;Beauté & Santé;1203.61;345;En stock;3.1;2024-07-22;5.15;3660123723861
PROD-0873;Tapis de Yoga Nova;Sports & Loisirs;1091.15;1485;En stock;4.0;2026-02-22;10.73;3660123710185
PROD-0874;Crème Hydratante Elite;Beauté & Santé;1226.75;729;En stock;4.0;2025-09-09;14.26;3660123608069
PROD-0875;Crème Hydratante Nova;Beauté & Santé;1000.71;221;En stock;3.2;2025-05-16;7.51;3660123758894
PROD-0876;Aspirateur Robot Apex;Maison & Cuisine;961.75;139;En stock;4.0;2024-01-28;14.58;3660123501219
PROD-0877;Crème Hydratante Nova;Beauté & Santé;400.54;1276;En stock;3.2;2024-03-19;9.95;3660123645205
PROD-0878;Gourde Isotherme Nova;Sports & Loisirs;388.69;1019;En stock;4.0;2024-09-24;8.18;3660123948802
PROD-0879;Sèche-Cheveux Apex;Beauté & Santé;1288.01;243;En stock;3.8;2024-11-18;12.81;3660123564053
PROD-0880;Tapis de Yoga Apex;Sports & Loisirs;238.15;1350;En stock;4.7;2024-11-06;13.28;3660123272117
PROD-0881;Gourde Isotherme Nova;Sports & Loisirs;413.06;796;En stock;4.0;2024-04-22;8.58;3660123614382
PROD-0882;Parfum Quantum;Beauté & Santé;735.3;320;En stock;4.0;2025-02-04;4.02;3660123719755
PROD-0883;Raquette de Tennis Elite;Sports & Loisirs;465.06;582;En stock;3.6;2024-01-29;8.9;3660123234425
PROD-0884;Veste d'Hiver Elite;Mode;763.31;1280;En stock;3.7;2024-04-09;6.48;3660123474725
PROD-0885;Haltères Apex;Sports & Loisirs;862.99;507;En stock;3.5;2024-11-15;8.93;3660123821411
PROD-0886;Écouteurs Sans Fil Apex;Électronique;445.49;40;Stock faible;4.1;2024-02-08;6.97;3660123542995
PROD-0887;Parfum Zenith;Beauté & Santé;36.31;961;En stock;4.2;2024-11-20;5.73;3660123509260
PROD-0888;Sac à Dos Apex;Mode;1052.73;204;En stock;4.4;2024-07-29;5.11;3660123627191
PROD-0889;Jeans Slim Vortex;Mode;396.37;892;En stock;3.4;2025-10-12;12.73;3660123925386
PROD-0890;Tablette Nova;Électronique;380.68;97;En stock;3.6;2025-08-10;6.09;3660123336858
PROD-0891;Sèche-Cheveux Elite;Beauté & Santé;1098.99;194;En stock;4.2;2024-10-06;1.1;3660123940104
PROD-0892;Parfum Quantum;Beauté & Santé;280.55;157;En stock;4.3;2024-11-05;7.62;3660123414477
PROD-0893;Raquette de Tennis Zenith;Sports & Loisirs;268.09;823;En stock;3.5;2025-06-11;6.85;3660123900527
PROD-0894;Brosse à Dents Électrique Apex;Beauté & Santé;819.91;1057;En stock;4.7;2025-08-13;7.54;3660123792905
PROD-0895;Haltères Elite;Sports & Loisirs;697.2;1258;En stock;4.7;2026-07-17;6.56;3660123693616
PROD-0896;Tablette Nova;Électronique;479.9;302;En stock;3.5;2026-02-03;10.31;3660123414861
PROD-0897;Gourde Isotherme Zenith;Sports & Loisirs;1119.63;131;En stock;4.3;2026-05-16;6.25;3660123963723
PROD-0898;Jeans Slim Zenith;Mode;896.03;483;En stock;3.8;2024-04-26;2.33;3660123129049
PROD-0899;Mélangeur Quantum;Maison & Cuisine;636.13;893;En stock;3.8;2026-07-16;0.65;3660123267099
PROD-0900;Jeans Slim Apex;Mode;343.32;568;En stock;4.3;2024-06-29;9.7;3660123144283
PROD-0901;Tapis de Yoga Apex;Sports & Loisirs;1118.85;171;En stock;3.6;2024-11-01;13.02;3660123526777
PROD-0902;T-shirt en Coton Quantum;Mode;1226.67;1483;En stock;4.7;2024-08-29;1.77;3660123870158
PROD-0903;Sèche-Cheveux Vortex;Beauté & Santé;866.83;1188;En stock;4.9;2025-06-21;3.85;3660123194632
PROD-0904;Friteuse sans Huile Apex;Maison & Cuisine;1007.41;641;En stock;3.7;2025-08-21;11.08;3660123944986
PROD-0905;Four à Micro-ondes Nova;Maison & Cuisine;196.11;358;En stock;3.4;2024-10-08;6.65;3660123366659
PROD-0906;Sèche-Cheveux Quantum;Beauté & Santé;698.17;1432;En stock;4.9;2024-11-20;8.23;3660123597920
PROD-0907;Mélangeur Nova;Maison & Cuisine;478.26;1465;En stock;3.7;2024-11-11;0.41;3660123735242
PROD-0908;Montre Connectée Elite;Électronique;1040.62;111;En stock;4.4;2026-03-18;10.11;3660123365271
PROD-0909;Parfum Zenith;Beauté & Santé;834.23;1434;En stock;3.7;2026-04-11;10.31;3660123660894
PROD-0910;Four à Micro-ondes Quantum;Maison & Cuisine;20.14;804;En stock;4.9;2026-07-28;3.91;3660123194634
PROD-0911;Mélangeur Nova;Maison & Cuisine;1118.64;328;En stock;4.8;2025-10-08;4.83;3660123951703
PROD-0912;Tapis de Yoga Zenith;Sports & Loisirs;1127.7;1006;En stock;3.9;2025-02-26;13.9;3660123448884
PROD-0913;Tapis de Yoga Nova;Sports & Loisirs;911.03;1036;En stock;3.1;2025-03-06;9.07;3660123952941
PROD-0914;Crème Hydratante Quantum;Beauté & Santé;906.81;106;En stock;4.3;2024-07-07;9.49;3660123929443
PROD-0915;Aspirateur Robot Quantum;Maison & Cuisine;268.09;625;En stock;3.6;2024-03-25;1.75;3660123361728
PROD-0916;Brosse à Dents Électrique Vortex;Beauté & Santé;894.61;654;En stock;3.9;2026-06-13;11.05;3660123373342
PROD-0917;Friteuse sans Huile Zenith;Maison & Cuisine;1041.38;406;En stock;3.2;2025-01-11;2.81;3660123495648
PROD-0918;Brosse à Dents Électrique Apex;Beauté & Santé;1233.05;1143;En stock;4.3;2025-10-03;3.51;3660123193298
PROD-0919;Vélo Tout Terrain Zenith;Sports & Loisirs;914.62;345;En stock;3.1;2025-09-24;6.49;3660123372795
PROD-0920;Aspirateur Robot Zenith;Maison & Cuisine;229.45;1161;En stock;3.2;2026-01-05;7.93;3660123910926
PROD-0921;Gourde Isotherme Apex;Sports & Loisirs;299.57;416;En stock;3.4;2026-06-01;12.22;3660123379133
PROD-0922;Chaussures de Sport Quantum;Mode;177.95;423;En stock;4.2;2026-04-23;4.32;3660123810083
